datetime;motor_temp;hydraulic_pressure;mast_vibration;battery_voltage;motor_current;duty;anomaly;fault_type
2026-01-06 08:00:01;52.07;47.88;1.252;50.431;37.12;0.0662;0;normal
2026-01-06 08:00:02;52.79;48.31;1.329;50.401;36.79;0.0764;0;normal
2026-01-06 08:00:03;52.77;52.67;1.341;50.304;43.48;0.1076;0;normal
2026-01-06 08:00:04;51.98;48.99;1.406;50.353;37.03;0.0792;0;normal
2026-01-06 08:00:05;52.18;47.75;1.312;50.403;36.75;0.078;0;normal
2026-01-06 08:00:06;52.21;52.04;1.238;50.33;39.96;0.0837;0;normal
2026-01-06 08:00:07;51.62;49.01;1.249;50.372;32.86;0.0685;0;normal
2026-01-06 08:00:08;52.31;49.4;1.414;50.465;36.82;0.0642;0;normal
2026-01-06 08:00:09;51.96;51.89;1.186;50.436;36.56;0.0805;0;normal
2026-01-06 08:00:10;51.69;48.41;1.332;50.46;34.27;0.0732;0;normal
2026-01-06 08:00:11;51.97;47.99;1.135;50.413;31.33;0.0536;0;normal
2026-01-06 08:00:12;52.06;51.29;1.465;50.341;37.31;0.0839;0;normal
2026-01-06 08:00:13;52.39;48.03;1.214;50.248;38.25;0.0724;0;normal
2026-01-06 08:00:14;51.82;50.09;1.239;50.382;30.06;0.0671;0;normal
2026-01-06 08:00:15;52.01;46.18;1.233;50.391;33.69;0.0685;0;normal
2026-01-06 08:00:16;52.36;45.43;1.321;50.498;33.35;0.0532;0;normal
2026-01-06 08:00:17;51.73;47.41;1.346;50.394;30.58;0.0601;0;normal
2026-01-06 08:00:18;52.14;48.62;1.196;50.378;31.22;0.0807;0;normal
2026-01-06 08:00:19;51.9;50.98;1.312;50.264;32.51;0.0814;0;normal
2026-01-06 08:00:20;51.82;49.47;1.248;50.368;35.35;0.0902;0;normal
2026-01-06 08:00:21;51.47;49.08;1.166;50.35;34.09;0.0787;0;normal
2026-01-06 08:00:22;51.53;44.75;1.143;50.225;28.55;0.0548;0;normal
2026-01-06 08:00:23;51.36;46.23;1.114;50.391;33.28;0.058;0;normal
2026-01-06 08:00:24;51.15;41.09;1.176;50.478;29.91;0.0384;0;normal
