datetime;motor_temp;hydraulic_pressure;mast_vibration;battery_voltage;motor_current;duty;anomaly;fault_type
2026-01-06 14:00:01;53.03;104.14;2.257;49.217;102.63;0.4214;0;normal
2026-01-06 14:00:02;52.99;104.07;2.462;49.282;108.28;0.4415;0;normal
2026-01-06 14:00:03;53.06;102.67;2.564;49.206;105.78;0.4387;0;normal
2026-01-06 14:00:04;53.56;102.64;2.309;49.261;102.77;0.4239;0;normal
2026-01-06 14:00:05;53.32;100.73;2.331;49.265;100.19;0.4188;0;normal
2026-01-06 14:00:06;54.11;102.56;2.473;49.274;100.94;0.4293;0;normal
2026-01-06 14:00:07;53.26;99.1;2.374;49.396;100.5;0.4135;0;normal
2026-01-06 14:00:08;53.46;102.02;2.145;49.295;102.38;0.4173;0;normal
2026-01-06 14:00:09;54.11;99.81;2.263;49.288;99;0.4165;0;normal
2026-01-06 14:00:10;54.02;99.61;2.034;49.35;101.2;0.4039;0;normal
2026-01-06 14:00:11;54.48;99.7;2.28;49.246;98.24;0.416;0;normal
2026-01-06 14:00:12;53.86;103.92;2.117;49.299;105.18;0.4317;0;normal
2026-01-06 14:00:13;53.81;103.62;2.183;49.326;101.96;0.4268;0;normal
2026-01-06 14:00:14;54.68;101.7;2.156;49.184;96.53;0.4197;0;normal
2026-01-06 14:00:15;54.8;104.66;2.283;49.292;101.08;0.4232;0;normal
2026-01-06 14:00:16;54.29;98.77;2.23;49.383;105.16;0.4145;0;normal
2026-01-06 14:00:17;54.66;99.34;2.258;49.326;99.6;0.4118;0;normal
2026-01-06 14:00:18;55.12;103.88;2.308;49.277;102.17;0.4273;0;normal
2026-01-06 14:00:19;55.25;102.83;2.205;49.389;101.5;0.4133;0;normal
2026-01-06 14:00:20;54.71;100.72;2.155;49.387;103.43;0.4163;0;normal
2026-01-06 14:00:21;55.31;98.82;2.241;49.345;100.42;0.4227;0;normal
2026-01-06 14:00:22;54.67;104.92;2.358;49.151;106.74;0.4318;0;normal
2026-01-06 14:00:23;55.39;101.29;2.26;49.277;100.99;0.4223;0;normal
2026-01-06 14:00:24;55.02;100.64;2.197;49.28;98.65;0.4177;0;normal
2026-01-06 14:00:25;55.51;103.29;1.978;49.265;100.2;0.428;0;normal
2026-01-06 14:00:26;55.35;105.34;2.077;49.203;104.54;0.4473;0;normal
2026-01-06 14:00:27;55.79;110.56;2.19;49.284;107.84;0.4563;0;normal
2026-01-06 14:00:28;55.77;108.1;2.114;49.187;107.18;0.4494;0;normal
2026-01-06 14:00:29;55.61;106.3;2.204;49.106;102.7;0.4382;0;normal
2026-01-06 14:00:30;56.26;102.15;2.031;49.378;101.99;0.4231;0;normal
2026-01-06 14:00:31;56.44;104.11;2.169;49.287;103.14;0.4344;0;normal
2026-01-06 14:00:32;56.53;103.29;2.024;49.334;93.62;0.4079;0;normal
2026-01-06 14:00:33;55.95;100.49;2.098;49.409;99.19;0.3977;0;normal
2026-01-06 14:00:34;55.79;105.37;2.213;49.236;98;0.4075;0;normal
2026-01-06 14:00:35;56.42;104.12;2.201;49.28;101.74;0.4227;0;normal
2026-01-06 14:00:36;56.13;99.9;2.191;49.403;105.78;0.4118;0;normal
2026-01-06 14:00:37;56.55;97.88;2.103;49.407;97.9;0.3944;0;normal
2026-01-06 14:00:38;56.46;103.51;2.145;49.419;98.62;0.4109;0;normal
2026-01-06 14:00:39;56.61;78.28;1.961;49.638;79.02;0.2934;0;normal
2026-01-06 14:00:40;56.81;73.94;1.555;49.928;65.4;0.2273;0;normal
2026-01-06 14:00:41;56.62;65.64;1.352;50.056;52.16;0.1806;0;normal
2026-01-06 14:00:42;56.47;55.88;1.414;50.364;37.71;0.1066;0;normal
2026-01-06 14:00:43;56.67;51.89;1.544;50.385;36.14;0.0805;0;normal
2026-01-06 14:00:44;56.05;48.24;1.32;50.374;33.06;0.0635;0;normal
2026-01-06 14:00:45;55.78;49.33;1.333;50.491;34.05;0.0669;0;normal
2026-01-06 14:00:46;56.12;47.21;1.162;50.445;34.64;0.0612;0;normal
2026-01-06 14:00:47;56.19;47.23;1.219;50.349;32.86;0.0572;0;normal
2026-01-06 14:00:48;56.17;44.06;1.148;50.407;33.23;0.0523;0;normal
2026-01-06 14:00:49;54.5;45.63;1.201;50.385;29.77;0.0602;0;normal
2026-01-06 14:00:50;55.55;47.35;1.184;50.353;33.38;0.058;0;normal
2026-01-06 14:00:51;55.28;45.86;1.217;50.465;36.69;0.0449;0;normal
2026-01-06 14:00:52;54.93;46.56;1.258;50.494;30.94;0.0511;0;normal
2026-01-06 14:00:53;54.51;47.75;1.167;50.496;33.29;0.0644;0;normal
2026-01-06 14:00:54;54.79;48.16;1.156;50.462;35.95;0.0737;0;normal
2026-01-06 14:00:55;54.89;47.82;1.302;50.409;29.61;0.0602;0;normal
2026-01-06 14:00:56;54.8;46.71;1.409;50.382;35.71;0.0684;0;normal
2026-01-06 14:00:57;53.97;47.96;1.237;50.396;31.46;0.0633;0;normal
2026-01-06 14:00:58;55.33;50.22;1.159;50.515;34.13;0.0571;0;normal
2026-01-06 14:00:59;54.2;46.81;1.305;50.511;31.46;0.0404;0;normal
2026-01-06 14:01:00;53.94;44.84;1.324;50.482;32.26;0.0527;0;normal
2026-01-06 14:01:01;53.98;42.74;1.319;50.534;33.06;0.04;0;normal
2026-01-06 14:01:02;53.92;45.59;1.169;50.439;31.37;0.0443;0;normal
2026-01-06 14:01:03;54.39;44.34;0.953;50.537;31.74;0.039;0;normal
2026-01-06 14:01:04;53.87;47.97;1.105;50.491;32.59;0.0511;0;normal
2026-01-06 14:01:05;53.47;45.55;1.188;50.465;34.86;0.0505;0;normal
2026-01-06 14:01:06;53.66;42.73;1.046;50.529;28.02;0.0355;0;normal
2026-01-06 14:01:07;53.59;41.48;0.997;50.612;34.09;0.0302;0;normal
2026-01-06 14:01:08;52.99;43.14;1.072;50.414;28.9;0.0393;0;normal
2026-01-06 14:01:09;53.04;48.73;1.28;50.438;30.11;0.0502;0;normal
2026-01-06 14:01:10;52.83;43.84;1.096;50.455;37.66;0.0591;0;normal
2026-01-06 14:01:11;53.21;46.05;1.22;50.471;30.58;0.0361;0;normal
2026-01-06 14:01:12;52.29;44.05;1.125;50.467;35.12;0.0581;0;normal
2026-01-06 14:01:13;52.9;48.63;1.174;50.45;36.37;0.0733;0;normal
2026-01-06 14:01:14;52.56;49.05;1.244;50.424;34.76;0.0654;0;normal
2026-01-06 14:01:15;51.75;44.64;1.2;50.471;31.38;0.0404;0;normal
2026-01-06 14:01:16;52.42;47.32;1.17;50.446;34.9;0.0534;0;normal
2026-01-06 14:01:17;52.01;48.22;1.306;50.377;32.91;0.065;0;normal
2026-01-06 14:01:18;52.8;49.86;1.255;50.384;34.89;0.0619;0;normal
2026-01-06 14:01:19;52.29;48.43;1.233;50.375;36.54;0.0724;0;normal
